Code,Description
86619,The lab analyst performs an immunoassay to evaluate the patient’s blood for antibodies to the bacteria Borrelia species involved in relapsing fever.
86622,The lab analyst performs an immunoassay to evaluate the patient’s blood for antibodies to the bacteria Brucella.
86625,The lab analyst performs an immunoassay to evaluate the patient’s blood for antibodies to the bacteria Campylobacter.
86486,"The analyst performs a skin test using an antigen not listed in another code to test for delayed type hypersensitivity, DTH, an inflammatory response that is an indicator of a normal defense mechanism against pathogens."
86490,"The lab analyst performs a test to evaluate the patient’s response to a skin injection of antigens from the fungus, Coccidioides."
86510,The lab analyst performs a test to evaluate the patient’s response to a skin injection of antigens from the fungus Histoplasma capsulatum.
86580,The lab analyst performs an intradermal skin test on a patient to test for tuberculosis.
86590,The lab analyst performs a test to evaluate the presence of streptokinase antibody in patient blood.
86592,"The lab analyst performs a test to detect the presence of syphilis–related antibodies in patient specimens using antigen tests such as rapid plasma reagin, called RPR; automated reagin test, called ART; or Venereal Disease Research Laboratory test, called VDRL."
86593,The lab analyst performs a test to evaluate the level of syphilis–related antibodies in patient specimens.
86596,"Code 86596 describes a test to identify an antibody to voltage–gated calcium channel (VGCC), in a specimen such as serum. The typical lab method for this test is radioimmunoassay (RIA). The presence of the certain VGCC antibodies, especially P/G type and possibly N–type, aids in diagnosis of Lambert–Eaton myasthenic syndrome (LEMS), which is an autoimmune disorder characterized by muscle weakness and often associated with small cell lung cancer (SCLC)."
86602,The lab analyst performs an immunoassay to evaluate the patient’s blood for antibodies to actinomyces.
86603,The lab analyst performs an immunoassay to evaluate the patient specimen for antibodies to adenovirus.
86403,"The lab analyst performs a particle agglutination, or PA test on a patient specimen, typically a blood specimen. The provider may order this screening test to evaluate the patient’s immune status or check for a variety of illnesses."
86406,The lab analyst performs a titer test to determine concentration of a specific antibody present in the specimen following a positive particle agglutination screening test.
86408,"The lab analyst performs the technical lab test to screen a specimen such as plasma for neutralizing antibodies that develop against severe acute respiratory syndrome coronavirus 2 (SARS–CoV–2), the virus that causes coronavirus disease 2019 (COVID–19)."
86409,"The lab analyst performs the technical lab test to analyze the titer (concentration) of neutralizing antibodies in a specimen such as plasma. The level of these antibodies indicates a past infection with severe acute respiratory syndrome coronavirus 2 (SARS–CoV–2), the virus that causes coronavirus disease 2019 (COVID–19) and may indicate a level of immunity to re–infection."
86413,"The lab analyst performs an immunoassay to quantify the level of antibodies to the SARS–CoV–2 virus in the patient specimen, such as blood."
86430,"The lab analyst performs a test for the presence of rheumatoid factor, or RF, in patient blood."
86431,"The lab analyst performs a test to evaluate the level of rheumatoid factor, or RF, in patient blood."
86480,"The lab analyst performs a test to evaluate a cell mediated immunity gamma interferon antigen response to certain tuberculosis, or TB, antibodies."
86481,The lab analyst performs a test to evaluate an antigen response to certain tuberculosis (TB) antibodies by enumerating T cells that produce gamma interferon.
86485,The lab analyst performs a test to evaluate the patient’s immunological response to a candida skin injection.
86366,"The test evaluates the specimen, such as serum, for muscle–specific kinase (MuSK) antibody using a method such as radioimmunoassay. The level of this noninfectious agent antibody may indicate that the patient has myasthenia gravis (MG), an autoimmune disorder that disrupts the interface of nerve and muscle, resulting in muscle weakness."
86367,"The lab analyst performs a test to count the total number of CD34, or stem cells in a patient specimen, typically a blood specimen."
86376,"The lab analyst performs a technical test to analyze a sample, typically serum, for microsomal antibodies, such as liver, kidney microsomal, called LKM1, or thyroid peroxidase, called TPO, which are autoantibodies that cause certain types of hepatitis or thyroid disease."
86381,"Code 86381 describes a test to detect a mitochondrial antibody, such as M2, in a specimen such as serum. The typical lab method for this test is enzyme immunoassay (EIA). The presence of the certain mitochondrial antibodies, especially M2, aids in diagnosis of primary biliary cholangitis (PBC), also called primary biliary cirrhosis, which is an autoimmune disease characterized by bile–duct damage leading to liver damage."
86382,The lab analyst performs a neutralization test to determine the level of viral antibodies in a patient’s blood.
86408,"The lab analyst performs the technical lab test to screen a specimen such as plasma for neutralizing antibodies that develop against severe acute respiratory syndrome coronavirus 2 (SARS–CoV–2), the virus that causes coronavirus disease 2019 (COVID–19)."
86409,"The lab analyst performs the technical lab test to analyze the titer (concentration) of neutralizing antibodies in a specimen such as plasma. The level of these antibodies indicates a past infection with severe acute respiratory syndrome coronavirus 2 (SARS–CoV–2), the virus that causes coronavirus disease 2019 (COVID–19) and may indicate a level of immunity to re–infection."
86413,"The lab analyst performs an immunoassay to quantify the level of antibodies to the SARS–CoV–2 virus in the patient specimen, such as blood."
86384,The lab analyst performs a blood test to assess the reduction of nitroblue tetrazolium dye.
86386,"The lab analyst performs a test for elevated levels of nuclear matrix protein 22, called NMP22, in patient urine."
86362,"Code 86362 describes a test to identify an antibody to myelin oligodendrocyte glycoprotein (MOG–IgG1), typically in a serum specimen. The lab method for this test is cell–based immunofluorescence assay (CBA). Clinicians may order this test following a negative aquaporin–4 antibody test to help distinguish neuromyelitis optica (NMO) from a similar condition characterized by the presence of MOG–IgG1, which is often called MOG–encephalomyelitis (MOG–EM)."
86363,"Code 86363 describes a test to identify an antibody to myelin oligodendrocyte glycoprotein (MOG–IgG1), typically in a serum specimen. The lab method for this test is fluorescence–activated cell sorting (FACS) using flow cytometry. Clinicians may order this test following a negative aquaporin–4 antibody test to help distinguish neuromyelitis optica (NMO) from a similar condition characterized by the presence of MOG–IgG1, which is often called MOG–encephalomyelitis (MOG–EM)."
86357,"The lab analyst performs a test to measure the total count of natural killer, or NK, cells in the immune system, typically on the patient’s blood."
86364,"Code 86364 describes a test to identify an antibody tissue transglutaminase (TTG), such as TTG IgG or TTG IgA, in a specimen such as serum. A common lab method for this test is an immunoassay such as enzyme–linked immunosorbent assay (ELISA). The presence of TTG IgG and/or TTG IgA aids in diagnosing celiac disease, which is an autoimmune disorder that inflames the small intestine in response to dietary gluten. The test results may also help clinicians monitor patient adherence to treatment."
86359,"The lab analyst performs a test to measure the number of T cells, typically in a blood specimen. The provider may order a T–cell total count if the patient has signs of a disease that weakens the immune system or to distinguish between a cancerous and noncancerous disease especially bone marrow and blood cancer."
86360,"The lab analyst performs a test to measure the number of CD4 and CD8 cells, typically in a blood specimen, including a calculation of the ratio between the two. The provider may order a CD4, CD8 and CD4 versus CD8 ratio test to measure the strength of the immune system after the patient is diagnosed with an HIV infection."
86361,"The lab analyst performs an absolute CD4 cell count test to measure the number of CD4 cells in each micro liter of a patient specimen, typically in a blood specimen. The provider may order this test to measure the strength of the immune system after the patient is diagnosed with HIV infection."
86362,"Code 86362 describes a test to identify an antibody to myelin oligodendrocyte glycoprotein (MOG–IgG1), typically in a serum specimen. The lab method for this test is cell–based immunofluorescence assay (CBA). Clinicians may order this test following a negative aquaporin–4 antibody test to help distinguish neuromyelitis optica (NMO) from a similar condition characterized by the presence of MOG–IgG1, which is often called MOG–encephalomyelitis (MOG–EM)."
86363,"Code 86363 describes a test to identify an antibody to myelin oligodendrocyte glycoprotein (MOG–IgG1), typically in a serum specimen. The lab method for this test is fluorescence–activated cell sorting (FACS) using flow cytometry. Clinicians may order this test following a negative aquaporin–4 antibody test to help distinguish neuromyelitis optica (NMO) from a similar condition characterized by the presence of MOG–IgG1, which is often called MOG–encephalomyelitis (MOG–EM)."
86364,"Code 86364 describes a test to identify an antibody tissue transglutaminase (TTG), such as TTG IgG or TTG IgA, in a specimen such as serum. A common lab method for this test is an immunoassay such as enzyme–linked immunosorbent assay (ELISA). The presence of TTG IgG and/or TTG IgA aids in diagnosing celiac disease, which is an autoimmune disorder that inflames the small intestine in response to dietary gluten. The test results may also help clinicians monitor patient adherence to treatment."
86337,"The lab analyst performs a test to measure the insulin antibodies, typically in patient blood, which the analyst collects with vein puncture. Providers order this test for patients suspected of having type 1 diabetes, patients who appear to have an allergic response to insulin, or patients for whom insulin is not effective in controlling their blood sugar. Because type 1 diabetes is autoimmune, the test will help distinguish type 1 from type 2."
86340,"The lab analyst performs a test to measure the amount of intrinsic factor antibodies, typically in patient blood."
86341,"The lab analyst performs a test to measure islet cell antibodies, typically in patient blood, which the analyst collects with routine vein puncture. This test detects and measures the amount of islet cell antibodies in patients with type 1 diabetes. Providers order this test to manage endocrine disorders and to distinguish type 1 from type 2 diabetes."
86343,"The lab analyst performs a leukocyte histamine release test, LHR, typically on the patient’s blood, to evaluate the amount of histamine release during allergic reactions."
86344,"The lab analyst performs a leukocyte phagocytosis test to evaluate the functioning of leukocytes, typically focusing on neutrophils. The analyst typically performs the test on the patient’s blood, which is collected through routine vein puncture."
86352,"The lab analyst performs an assay for immune system suppression by stimulation of cell function with an agent such as an antigen or mitogen and biomarker detection, such as adenosine triphosphate, or ATP."
86353,The lab analyst performs a mitogen or antigen induced blastogenesis to evaluate the T cells of patients with immunodeficiency.
86355,"The lab analyst performs this test to measure the quantity of B cells in the immune system, typically using the patient’s blood."
86356,The lab analyst performs the technical lab test to quantitate a mononuclear cell antigen not specified in another code. Analysts typically analyze cell antigens using flow cytometry.
86366,"The test evaluates the specimen, such as serum, for muscle–specific kinase (MuSK) antibody using a method such as radioimmunoassay. The level of this noninfectious agent antibody may indicate that the patient has myasthenia gravis (MG), an autoimmune disorder that disrupts the interface of nerve and muscle, resulting in muscle weakness."
86320,"The lab analyst performs immunoelectrophoresis, IEP, to evaluate a patient’s serum for the amounts and types of certain proteins, called immunoglobulins. The body produces immunoglobulins, also called antibodies, that activate as part of the immune response to neutralize specific invaders such as bacteria or viruses."
86325,"The lab analyst performs immunoelectrophoresis, IEP, to evaluate a patient’s body fluid other than serum, such as urine or cerebrospinal fluid, with concentration, for the amounts and types of certain proteins, called immunoglobulins. The body produces immunoglobulins, also called antibodies, that activate as part of the immune response to neutralize specific invaders such as bacteria or viruses."
86327,"The lab analyst performs crossed, or two dimensional, immunoelectrophoresis, IEP, to evaluate a patient specimen for the amounts and types of certain proteins, called immunoglobulins. The body produces immunoglobulins, also called antibodies, that activate as part of the immune response to neutralize specific invaders such as bacteria or viruses."
86328,"The lab analyst performs a single–step immunoassay to qualitatively or semiquantitatively evaluate the patient’s specimen for antibodies to the severe acute respiratory syndrome coronavirus 2 (SARS–CoV–2) virus, which causes the coronavirus disease first identified in 2019 (COVID–19)."
86329,"The lab analyst performs immunodiffusion, not elsewhere specified in another code, to evaluate a patient’s sample for the amounts and types of certain proteins, called immunoglobulins. The body produces immunoglobulins, also called antibodies, that activate as part of the immune response to neutralize specific invaders such as bacteria or viruses."
86331,"The lab analyst performs qualitative immunodiffusion, by Ouchterlony method, to evaluate a patient’s sample for specific types of antigens, foreign substances that cause an immune response, or for certain proteins, called immunoglobulins, also called antibodies, that activate as part of the immune response to neutralize specific invaders such as bacteria or viruses. Report this code once for each antigen or antibody."
86332,"The lab analyst performs an immunoassay to evaluate the patient’s serum for antibodies to an immune complex, which is a formation of an antibody bound to an antigen."
86334,"The lab analyst performs immunofixation electrophoresis, typically on the patient’s serum, to diagnose and or monitor monoclonal gammopathies or myeloma, a bone marrow tumor."
86335,"The lab analyst performs immunofixation electrophoresis to evaluate fluids other than serum, such as the patient’s urine or cerebrospinal fluid, to diagnose and or monitor monoclonal gammopathies or myeloma, a bone marrow tumor."
86336,"The lab analyst performs a test to identify the levels of inhibin A, typically in a pregnant patient’s serum, to determine the risk for Down syndrome in the fetus. The specimen is blood which the lab analyst collects through routine vein puncture."
86301,"The lab analyst performs a quantitative test to evaluate the patient’s serum or body fluid for the cancer tumor antigen CA 19 9, a tumor marker for pancreatic cancer."
86304,"The lab analyst performs a quantitative test to evaluate the patient’s serum or body fluid for the cancer tumor antigen CA 125, a tumor marker for pancreatic cancer."
86305,"The lab analyst performs a quantitative test to evaluate the patient’s serum for human epididymis protein 4, HE4, a tumor marker for ovarian cancer."
86308,"The lab analyst performs an immunoassay to screen the patient’s serum or plasma for heterophile antibodies that are typically present in infectious mononucleosis, IM, also called mono."
86309,"The lab analyst performs an immunoassay to titer the patient’s serum or plasma for heterophile antibodies that are typically present in infectious mononucleosis, IM, also called mono."
86310,"The lab analyst performs an immunoassay to titer the patient’s serum or plasma for heterophile antibodies after absorption with beef cells and guinea pig kidney. Heterophile antibodies typically occur in infectious mononucleosis, IM, also called mono."
86316,"The lab analyst performs a quantitative immunoassay to evaluate the patient’s specimen for a tumor antigen such as CA 50, CA 72 4, or CA 549."
86317,"The lab analyst performs an immunoassay to quantitate the patient’s specimen for antibodies to an infectious agent, not specified in another code."
86318,"The lab analyst performs a single–step immunoassay to qualitatively or semiquantitatively evaluate the patient’s specimen, such as blood, for antibodies to an unspecified infectious agent."
86328,"The lab analyst performs a single–step immunoassay to qualitatively or semiquantitatively evaluate the patient’s specimen for antibodies to the severe acute respiratory syndrome coronavirus 2 (SARS–CoV–2) virus, which causes the coronavirus disease first identified in 2019 (COVID–19)."
86226,"The lab analyst performs an assay to evaluate the patient’s serum for antibodies to single stranded deoxyribonucleic acid, DNA, also called ssDNA."
86231,"Code 86231 describes a test to identify an antibody to each immunoglobulin (Ig) class of endomysial antibody (EMA), such as EMA IgG or EMA IgA, in a specimen such as serum. A common lab method for this test is an immunoassay, such as indirect immunofluorescence assay (IFA). The presence of EMA IgG and/or EMA IgA aids in diagnosing the autoimmune disorders celiac disease, which inflames the small intestine in response to dietary gluten, or dermatitis herpetiformis, which is a recurring skin rash. The test results may also help clinicians monitor patient adherence to treatment."
86235,"The lab analyst performs an assay to evaluate the patient’s serum for each antibody to an extractable nuclear antigen, also called ENA. Types of ENA antibodies include anti ribonuclear protein, called RNP or nRNP; anti Sjogren’s Syndrome A and B, called SS A and SS B; anti Smith, called Sm; and anti scleroderma, called Scl 70."
86255,"The lab analyst performs an immunoassay test to screen a patient’s blood, typically serum, for an antibody to a noninfectious agent using a fluorescent method. As a screening test, results show only in a qualitative form, such as positive or negative."
86256,"The lab analyst performs a fluorescent immunoassay to titer the amount of antibody to a noninfectious agent in a patient’s blood, typically serum."
86258,"Code 86258 describes a test to identify an antibody to gliadin (deamidated) (DGP), such as DGP IgG or DGP IgA, in a specimen such as serum. A common lab method for this test is an immunoassay, such as enzyme–linked immunosorbent assay (ELISA). The presence of DGP IgG and/or DGP IgA aids in diagnosing celiac disease, which is an autoimmune disorder that inflames the small intestine in response to dietary gluten. The test results also may help clinicians monitor patient adherence to treatment."
86277,"The lab analyst performs an immunoassay to evaluate the patient’s serum or plasma for antibodies to human growth hormone, also called HGH."
86280,"The lab analyst performs an immunoassay to evaluate a patient’s blood sample for antibodies to an antigen using a hemagglutination inhibition test, HAI."
86294,The lab analyst performs a qualitative or semiquantitative immunoassay to evaluate the patient’s specimen for a tumor antigen.
86300,"The lab analyst performs a quantitative test to evaluate the patient’s serum for the cancer tumor antigen CA 15 3, a tumor marker for breast cancer, and a similar marker called CA 27.29."
86155,"The lab analyst performs a technical test, typically on whole blood, to evaluate the chemotaxis function of certain white blood cells called neutrophils. Neutrophils undergo chemotaxis, moving toward a site of inflammation or infection, to destroy bacteria."
86156,"The lab analyst performs the technical lab test to screen a specimen such as serum for cold agglutinins, which are antibodies that cause blood to clump, or agglutinate, when the blood falls below normal body temperature."
86157,"The lab analyst performs the technical lab test using a specimen such as serum for cold agglutinins, antibodies that cause blood to clump, or agglutinate, when the blood falls below normal body temperature. This code is specific to titration."
86160,"The lab analyst performs the technical test to measure levels of complement antigens, such as C1 through C9, that are important in detecting and fighting infection and in evaluating autoimmune conditions, diseases producing antibodies to the body’s own cells and tissues."
86161,"The lab analyst performs a technical test to measure functional activity of complement components, such as C1 through C9, that are important in detecting and fighting infection. Functional complement tests evaluate autoimmune conditions, which are diseases that produce antibodies to the body’s own cells and tissues."
86162,"The lab analyst performs the technical lab test to measure total hemolytic complement, sometimes called CH50. Measurement of CH50 reveals deficiencies of complement components but does not indicate the specific one."
86171,"The lab analyst performs a technical lab test using complement fixation methods to detect the presence of specific antigens, such as influenza virus."
86200,"The lab analyst performs a technical lab test to detect cyclic citrullinated peptide, or CCP, antibody, typically in serum. CCP antibodies typically indicate and differentiate rheumatoid arthritis, RA, from other forms of arthritis."
86215,"The lab analyst performs an immunoassay to evaluate the patient’s serum for antibodies to deoxyribonuclease, also called anti–DNase."
86225,"The lab analyst performs an assay to evaluate the patient’s serum for antibodies to native or double–stranded deoxyribonucleic acid, DNA, also called native anti–DNA or dsDNA antibody."
86079,The blood bank physician provides authorization for deviation from standard blood banking procedures in a specific case. This can include any deviation from the standard procedure; examples include the use of outdated blood or transfusion of Rh incompatible units. The physician provides a written report as part of this service.
86140,"The lab analyst performs the technical lab test to analyze a specimen, typically serum, for the presence of C reactive protein."
86141,"The lab analyst performs the technical lab test to analyze the specimen, such as serum, for high sensitivity C reactive protein, hsCRP."
86146,"The lab analyst performs the technical lab test to analyze the sample, such as serum, for the presence of beta 2 glycoprotein I antibody. Report one unit for each antibody."
86147,"The lab analyst performs the technical lab test to analyze for the presence of antibodies to cardiolipin, also called antiphospholipids. Report this code once for each immunoglobulin class the analyst tests."
86152,"The lab analyst performs a test to evaluate the quantity of specific cells in a body fluid, such as tumor cells circulating in the blood stream, using immunologic markers."
86153,"The physician, specifically a pathologist, interprets the technical lab test for circulating tumor cells, called CTCs, and writes a report."
86148,"The lab analyst performs the technical lab steps for an antiphosphatidylserine antibody test, also called APA, to detect antibodies against proteins typically found on cell membranes and platelets. These antibodies, a type of phospholipid antibody, occur in some patients with clotting disorders, autoimmune disease, or complications of pregnancy."
86152,"The lab analyst performs a test to evaluate the quantity of specific cells in a body fluid, such as tumor cells circulating in the blood stream, using immunologic markers."
86153,"The physician, specifically a pathologist, interprets the technical lab test for circulating tumor cells, called CTCs, and writes a report."
86051,"Code 86051 describes a test to identify an antibody to aquaporin–4, typically in a serum specimen. The lab method for this test is enzyme–linked immunosorbent assay (ELISA). The presence of the aquaporin–4 antibody is a key marker for neuromyelitis optica (NMO), which is an autoimmune disease characterized by optic nerve and possibly brain stem and spinal cord involvement that is sometimes misdiagnosed as multiple sclerosis (MS)."
86052,"Code 86052 describes a test to identify an antibody to aquaporin–4, typically in a serum specimen. The lab method for this test is cell–based immunofluorescence assay (CBA). The presence of the aquaporin–4 antibody is a key marker for neuromyelitis optica (NMO), which is an autoimmune disease characterized by optic nerve and possibly brain stem and spinal cord involvement that is sometimes misdiagnosed as multiple sclerosis MS."
86053,"Code 86053 describes a test to identify an antibody to aquaporin–4, typically in a serum specimen. The lab method for this test is fluorescence–activated cell sorting (FACS) using flow cytometry. The presence of the aquaporin–4 antibody is a key marker for neuromyelitis optica (NMO), which is an autoimmune inflammatory disease characterized by optic nerve and possibly brain stem and spinal cord involvement that is sometimes misdiagnosed as multiple sclerosis (MS)."
86060,"The lab analyst performs the technical lab test to analyze for the presence of antistreptolysin O, typically in a blood sample, reporting a titer."
86063,"The lab analyst performs the technical lab test to analyze for the presence of antistreptolysin O, typically in a sample of serum."
86051,"Code 86051 describes a test to identify an antibody to aquaporin–4, typically in a serum specimen. The lab method for this test is enzyme–linked immunosorbent assay (ELISA). The presence of the aquaporin–4 antibody is a key marker for neuromyelitis optica (NMO), which is an autoimmune disease characterized by optic nerve and possibly brain stem and spinal cord involvement that is sometimes misdiagnosed as multiple sclerosis (MS)."
86052,"Code 86052 describes a test to identify an antibody to aquaporin–4, typically in a serum specimen. The lab method for this test is cell–based immunofluorescence assay (CBA). The presence of the aquaporin–4 antibody is a key marker for neuromyelitis optica (NMO), which is an autoimmune disease characterized by optic nerve and possibly brain stem and spinal cord involvement that is sometimes misdiagnosed as multiple sclerosis MS."
86053,"Code 86053 describes a test to identify an antibody to aquaporin–4, typically in a serum specimen. The lab method for this test is fluorescence–activated cell sorting (FACS) using flow cytometry. The presence of the aquaporin–4 antibody is a key marker for neuromyelitis optica (NMO), which is an autoimmune inflammatory disease characterized by optic nerve and possibly brain stem and spinal cord involvement that is sometimes misdiagnosed as multiple sclerosis (MS)."
86077,"The lab analyst performs a cross match of a specimen that requires interpretation and a written report from the blood bank physician due to a difficult cross match, evaluation of irregular antibodies, or both."
86078,"The blood bank physician investigates a transfusion reaction, including the possible transmission of disease. She then interprets the results and provides a written report."
86021,The lab analyst performs the technical lab test to analyze for the presence of and identify leukocyte antibodies.
86022,The lab analyst performs the technical lab test to analyze for the presence of and identify platelet antibodies.
86023,The lab analyst performs the technical lab test to analyze for the presence of and identify platelet associated immunoglobulins in the blood.
86036,"This code describes a test to identify an antibody to neutrophils, which are a type of white blood cells (leukocytes). Using a method such as fluorescence immunoassay on a specimen such as serum, the test may identify antineutrophil cytoplasmic antibody (ANCA) in a pattern called pANCA or cANCA, which helps clinicians distinguish between different types of autoimmune disorders."
86037,"This test measures the serum level of an antineutrophil cytoplasmic antibody (ANCA), which is an antibody to a type of white blood cells (leukocytes) called neutrophils. Clinicians typically order the ANCA screen (86036) with reflex to titer, which means that for any positive ANCA screen, the lab will perform the titer to quantify the level of antibody in the specimen. The titer may help clinicians monitor treatment response for autoimmune disorders such as inflammation of blood vessels (vasculitis)."
86038,The lab analyst performs the technical lab test to analyze for the presence of antinuclear antibodies in the serum; these are antibodies to the nucleus of a human cell.
86039,The lab analyst performs the technical lab test to analyze the titer of antinuclear antibodies (ANAs) in a serum specimen; these are antibodies to the nucleus of a human cell.
86041,"The test evaluates the specimen, such as serum, for acetylcholine receptor (AChR) binding antibody using a method such as radioimmunoassay. The level of this noninfectious agent antibody may indicate that the patient has myasthenia gravis (MG), an autoimmune disorder that disrupts the interface of nerve and muscle, resulting in muscle weakness."
86042,"The test evaluates the specimen, such as serum, for acetylcholine receptor (AChR) blocking antibody using a method such as radioimmunoassay. The level of this noninfectious agent antibody may indicate that the patient has myasthenia gravis (MG), an autoimmune disorder that disrupts the interface of nerve and muscle, resulting in muscle weakness."
86043,"The test evaluates the specimen, such as serum, for acetylcholine receptor (AChR) modulating antibody using a method such as immunofluorescence assay. The level of this noninfectious agent antibody may indicate that the patient has myasthenia gravis (MG), an autoimmune disorder that disrupts the interface of nerve and muscle, resulting in muscle weakness."
86041,"The test evaluates the specimen, such as serum, for acetylcholine receptor (AChR) binding antibody using a method such as radioimmunoassay. The level of this noninfectious agent antibody may indicate that the patient has myasthenia gravis (MG), an autoimmune disorder that disrupts the interface of nerve and muscle, resulting in muscle weakness."
86042,"The test evaluates the specimen, such as serum, for acetylcholine receptor (AChR) blocking antibody using a method such as radioimmunoassay. The level of this noninfectious agent antibody may indicate that the patient has myasthenia gravis (MG), an autoimmune disorder that disrupts the interface of nerve and muscle, resulting in muscle weakness."
86043,"The test evaluates the specimen, such as serum, for acetylcholine receptor (AChR) modulating antibody using a method such as immunofluorescence assay. The level of this noninfectious agent antibody may indicate that the patient has myasthenia gravis (MG), an autoimmune disorder that disrupts the interface of nerve and muscle, resulting in muscle weakness."
86015,"Code 86015 describes a test to identify an antibody to actin (smooth muscle) (ASMA) in a specimen such as serum. A typical lab method for this test is an immunoassay, such as enzyme–linked immunosorbent assay (ELISA). Clinicians may order ASMA to help with diagnosis of autoimmune hepatitis (AIH), which is a disease characterized by chronic liver inflammation because the body’s immune system attacks its own liver cells."
86000,"The lab analyst performs the technical lab test to analyze a blood specimen for febrile agglutinins, which include Brucella, Francisella, Murine typhus, Q fever, Rocky Mountain spotted fever, scrub typhus, and others. Report this code for each antigen tested."
86001,"The lab analyst performs the technical lab test to analyze for the presence of an allergen specific IgG, or immunoglobulin G; the result is either quantitative or semiquantitative, and you use a single unit of this code for each allergen."
86003,"The lab analyst performs the technical lab test to analyze a specimen such as serum for allergen–specific immunoglobulin E (IgE), using a crude allergen extract. The test result is quantitative or semiquantitative, and you use a single unit of this code for each crude allergen extract."
86005,"The lab analyst performs the technical lab test to analyze for the presence of allergen specific immunoglobulin E (IgE) using a multi–allergen screening tool. The method may involve a disk, sponge, card, or other kit device to provide a qualitative result."
86008,"The lab analyst performs the technical lab test to analyze a specimen for an allergen specific immunoglobulin E (IgE), using a recombinant or purified allergen component; the result is quantitative or semiquantitative, and you use a single unit of this code for each allergen component."
86015,"Code 86015 describes a test to identify an antibody to actin (smooth muscle) (ASMA) in a specimen such as serum. A typical lab method for this test is an immunoassay, such as enzyme–linked immunosorbent assay (ELISA). Clinicians may order ASMA to help with diagnosis of autoimmune hepatitis (AIH), which is a disease characterized by chronic liver inflammation because the body’s immune system attacks its own liver cells."
86826,"The lab analyst performs a crossmatch test between donor lymphocytes and a recipient serum sample or dilution subsequent to the initial specimen. The test evaluates human leukocyte antigen (HLA) compatibility using methods other than cytotoxic response, such as flow cytometry."
86828,"The lab analyst performs a solid phase immunoassay using patient serum to determine the presence or absence of antibodies to human leukocyte antigen, called HLA, Class I and Class II antigens."
86829,"The lab analyst performs a solid phase immunoassay using patient serum to determine the presence or absence of antibodies to human leukocyte antigen, called HLA, Class I or Class II antigens."
86830,"The lab analyst performs a solid phase immunoassay using patient serum to identify the presence of specific antibodies to specific Class I human leukocyte antigens, or HLA, from a panel of complete HLA Class I phenotypes."
86831,"The lab analyst performs a solid phase immunoassay using patient serum to identify the presence of specific antibodies to specific Class II human leukocyte antigens, or HLA, from a panel of complete HLA Class II phenotypes."
86832,"The lab analyst performs a solid phase immunoassay using patient serum to identify the presence of specific antibodies to specific Class I human leukocyte antigens, or HLA, using a high–definition method such as testing for one antigen per bead."
86833,"The lab analyst performs a solid phase immunoassay using patient serum to identify the presence of specific antibodies to specific Class II human leukocyte antigens, or HLA, using a high–definition method such as testing for one antigen per bead."
86834,"The lab analyst performs a solid phase immunoassay using patient serum to quantify the level of specific antibodies to specific Class I human leukocyte antigens, or HLA."
86835,"The lab analyst performs a solid phase immunoassay using patient serum to quantify the level of specific antibodies to specific Class II human leukocyte antigens, or HLA."
86849,Use 86849 to report immunology procedures that do not have a specific code.
86805,"The lab analyst performs a test by mixing donor lymphocytes with recipient serum of various increasing dilutions, and microscopically observing for cell lysis that would indicate transplant incompatibility."
86806,"The lab analyst performs a test by mixing donor lymphocytes with recipient serum and microscopically observing for cell lysis, which would indicate transplant incompatibility."
86807,"The lab analyst screens sequential samples of recipient serum for percent reactive antibody to possible donor human leukocyte antigens, called HLA, which would indicate the likelihood of transplant incompatibility."
86808,"The lab analyst screens recipient serum for percent reactive antibody to possible donor human leukocyte antigens, called HLA, which would indicate the likelihood of transplant incompatibility."
86812,"The lab analyst performs a serologic test to identify a single human leukocyte antigen, called HLA, from one or more of the three major types of HLA Class I cell surface antigens, which are called A, B, and C."
86813,"The lab analyst performs a serologic test to identify multiple human leukocyte antigens, called HLA, from one or more of the three major types of HLA Class I cell surface antigens, which are called A, B, and C."
86816,"The lab analyst performs a serologic test to identify a single human leukocyte antigen, called HLA, from one or more of the two major types of HLA Class II cell surface antigens, which are called DR and DQ."
86817,"The lab analyst performs a serologic test to identify multiple human leukocyte antigens, called HLA, from one or more of the two major types of HLA Class II cell surface antigens, which are called DR and DQ."
86821,The lab analyst performs a test by culturing together lymphocytes from a transplant recipient and potential donor and observing for a response that indicates a human leukocyte antigen (HLA) incompatibility.
86825,"The lab analyst performs a crossmatch test between donor lymphocytes and an initial recipient serum sample or dilution. The test evaluates human leukocyte antigen (HLA) compatibility using methods other than cytotoxic response, such as flow cytometry."
86970,"The lab analyst incubates red blood cells, called RBCs, with a chemical agent or drug to prepare the RBCs for further tests such as RBC antibody screen or compatibility testing."
86971,"The lab analyst incubates red blood cells, called RBCs, with an enzyme, which is a protein that hastens biochemical reactions, to prepare the RBCs for further tests such as RBC antibody screen or compatibility testing."
86972,"The lab analyst separates red blood cells, called RBCs, using a density gradient to prepare the RBCs for further tests such as RBC antibody screening, identification, or compatibility testing."
86975,"The lab analyst incubates serum with a single drug to prepare the sample for identification of antibodies to red blood cells, called RBCs."
86976,"The lab analyst dilutes serum to prepare the sample for identification of antibodies to red blood cells, called RBCs."
86977,The lab analyst incubates serum with an inhibitor to prepare the sample for identification of antibodies to red blood cells.
